Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScore_binned,Geography_France,Geography_Germany,Geography_Spain,Gender_Male
40.0,8,167181.01,1,1,1,185156.94,2,1.0,0.0,0.0,0.0
49.0,2,116933.11,1,1,0,195053.58,3,0.0,1.0,0.0,1.0
51.0,8,100654.8,1,1,0,171587.9,2,1.0,0.0,0.0,1.0
37.0,9,0.0,2,0,0,22710.72,4,1.0,0.0,0.0,0.0
38.91621420206537,3,137583.04,1,0,1,5791.85,0,1.0,0.0,0.0,1.0
35.0,1,151958.19,3,1,1,131238.37,4,0.0,1.0,0.0,0.0
46.0,9,0.0,2,1,0,170676.67,1,1.0,0.0,0.0,1.0
38.0,3,98205.77,1,1,0,176318.27,1,0.0,1.0,0.0,1.0
32.0,6,0.0,2,1,1,137898.57,2,1.0,0.0,0.0,1.0
29.0,4,0.0,2,1,1,100919.19,0,1.0,0.0,0.0,0.0
34.0,9,0.0,2,0,0,6534.18,0,1.0,0.0,0.0,1.0
44.0,3,138076.47,1,1,0,15523.09,4,0.0,1.0,0.0,1.0
28.0,8,0.0,2,1,0,126561.07,2,0.0,0.0,1.0,1.0
29.0,5,108541.04,1,1,1,126469.09,1,1.0,0.0,0.0,0.0
38.0,9,115442.19,2,1,0,128481.5,1,0.0,1.0,0.0,1.0
69.0,3,78833.15,2,1,1,37196.15,2,0.0,1.0,0.0,0.0
59.0,9,126224.87,1,1,1,4423.63,4,0.0,0.0,1.0,0.0
48.0,1,0.0,2,1,1,87400.53,3,1.0,0.0,0.0,0.0
41.0,9,149155.53,2,1,0,42131.26,3,0.0,1.0,0.0,0.0
48.0,1,108019.27,3,1,1,184524.65,1,1.0,0.0,0.0,1.0
41.0,8,127205.32,4,1,0,93874.87,2,0.0,1.0,0.0,1.0
34.0,9,0.0,1,1,1,93208.22,0,0.0,0.0,1.0,1.0
38.0,5,0.0,2,1,1,81452.29,3,1.0,0.0,0.0,1.0
30.0,5,156771.68,1,1,1,141148.21,0,0.0,1.0,0.0,0.0
37.0,8,151226.18,2,1,1,136129.49,4,1.0,0.0,0.0,1.0
45.0,3,0.0,1,1,1,184474.15,1,1.0,0.0,0.0,0.0
37.0,3,0.0,2,0,0,182156.81,4,1.0,0.0,0.0,0.0
33.0,4,131023.76,2,0,0,55072.93,0,0.0,1.0,0.0,1.0
39.0,5,166733.92,2,1,0,14279.44,4,0.0,0.0,1.0,0.0
38.91621420206537,8,116755.5,2,1,1,158585.17,0,1.0,0.0,0.0,0.0
57.0,5,0.0,3,0,0,38941.44,4,0.0,0.0,1.0,0.0
45.0,2,168085.38,2,0,1,115719.08,0,0.0,1.0,0.0,0.0
44.0,7,163867.86,1,1,1,112333.22,1,0.0,1.0,0.0,1.0
32.0,8,0.0,1,1,1,80410.68,2,1.0,0.0,0.0,1.0
38.91621420206537,9,135422.31,1,0,1,186418.85,1,1.0,0.0,0.0,0.0
37.0,4,0.0,2,1,1,164844.37,0,0.0,0.0,1.0,1.0
52.0,8,93590.47,1,0,1,21228.71,0,1.0,0.0,0.0,1.0
41.0,2,124227.14,1,1,1,111184.67,0,0.0,1.0,0.0,1.0
41.0,7,190238.93,1,1,1,57549.65,4,1.0,0.0,0.0,0.0
38.0,10,0.0,2,1,0,189727.12,3,0.0,0.0,1.0,0.0
27.0,2,130274.26,2,1,0,147533.09,1,0.0,1.0,0.0,1.0
40.0,6,0.0,2,1,1,139356.3,2,1.0,0.0,0.0,0.0
39.0,1,142876.98,2,1,0,44363.42,0,0.0,0.0,1.0,0.0
31.0,1,160566.11,2,0,0,27073.81,2,1.0,0.0,0.0,0.0
26.0,7,123709.46,2,1,1,169654.57,4,0.0,0.0,1.0,0.0
32.0,7,106957.28,1,1,1,134794.02,1,0.0,0.0,1.0,1.0
52.0,4,0.0,1,1,0,90964.54,2,1.0,0.0,0.0,0.0
53.0,1,113537.73,1,0,1,28367.21,3,1.0,0.0,0.0,0.0
38.0,1,0.0,2,1,1,99661.46,3,1.0,0.0,0.0,0.0
32.0,9,100606.02,1,1,0,165693.06,3,1.0,0.0,0.0,1.0
39.0,3,72647.64,1,1,0,41777.9,1,1.0,0.0,0.0,1.0
38.0,4,119624.54,2,1,1,110472.12,2,1.0,0.0,0.0,0.0
47.0,1,0.0,2,1,0,148989.15,3,1.0,0.0,0.0,1.0
37.0,2,90432.92,1,1,1,188366.04,0,0.0,1.0,0.0,1.0
33.0,3,155736.42,2,1,1,57751.21,1,0.0,1.0,0.0,1.0
37.0,1,0.0,1,1,1,126837.72,4,1.0,0.0,0.0,1.0
45.0,2,122311.21,1,1,1,19482.5,4,0.0,0.0,1.0,0.0
54.0,4,125456.07,1,1,0,83715.66,0,0.0,1.0,0.0,0.0
31.0,8,122021.92,2,1,0,33828.64,3,0.0,1.0,0.0,0.0
32.0,10,92041.87,1,1,1,43595.9,2,0.0,1.0,0.0,0.0
47.0,6,0.0,1,1,0,50695.93,2,1.0,0.0,0.0,1.0
35.0,9,112727.06,2,1,0,183752.91,0,1.0,0.0,0.0,0.0
42.0,7,139070.51,1,1,1,86945.0,0,0.0,0.0,1.0,1.0
46.0,10,0.0,2,1,1,129508.96,2,0.0,0.0,1.0,0.0
26.0,4,149879.66,1,0,0,50016.17,0,1.0,0.0,0.0,1.0
28.0,2,115062.61,1,1,0,179056.23,0,1.0,0.0,0.0,1.0
77.0,3,27517.15,2,0,1,2746.41,4,0.0,1.0,0.0,1.0
21.0,6,97956.5,1,1,1,164966.27,3,0.0,1.0,0.0,0.0
45.0,6,142084.04,4,1,0,188305.85,3,0.0,1.0,0.0,1.0
45.0,9,0.0,2,1,1,96862.56,2,1.0,0.0,0.0,1.0
32.0,1,106301.85,2,0,1,59061.25,1,0.0,1.0,0.0,0.0
24.0,1,0.0,1,1,1,169653.32,0,1.0,0.0,0.0,1.0
27.0,8,0.0,1,1,0,20066.38,1,1.0,0.0,0.0,0.0
35.0,6,110046.93,2,1,0,26318.73,0,0.0,0.0,1.0,1.0
37.0,9,112712.17,1,1,0,116097.26,4,0.0,0.0,1.0,0.0
30.0,7,0.0,2,1,1,156346.84,1,1.0,0.0,0.0,1.0
34.0,4,0.0,2,1,0,140286.69,0,0.0,0.0,1.0,0.0
36.0,1,155176.83,2,1,1,49653.37,3,1.0,0.0,0.0,1.0
22.0,5,89492.62,1,0,0,42934.43,0,1.0,0.0,0.0,0.0
46.0,7,68799.72,1,1,1,39704.14,3,0.0,0.0,1.0,1.0
49.0,4,160133.88,1,0,1,88391.97,2,0.0,1.0,0.0,1.0
28.0,3,109118.05,2,0,1,50911.41,4,1.0,0.0,0.0,0.0
38.91621420206537,3,35016.6,1,1,0,53667.08,3,0.0,1.0,0.0,1.0
44.0,2,121250.04,1,0,1,79691.4,0,0.0,0.0,1.0,1.0
41.0,6,0.0,2,0,1,134158.09,3,1.0,0.0,0.0,1.0
41.0,2,152102.18,2,1,0,181879.56,0,0.0,1.0,0.0,1.0
41.0,5,0.0,2,1,1,22750.17,4,1.0,0.0,0.0,1.0
40.0,5,0.0,2,0,0,100727.68,1,1.0,0.0,0.0,1.0
44.0,2,0.0,2,1,1,26733.86,3,1.0,0.0,0.0,0.0
28.0,5,0.0,2,0,1,86699.98,4,0.0,0.0,1.0,0.0
33.0,8,122528.18,1,1,0,196260.3,2,0.0,0.0,1.0,0.0
34.0,4,0.0,2,1,0,12833.96,0,1.0,0.0,0.0,0.0
46.0,7,137933.39,1,1,1,67976.57,3,0.0,0.0,1.0,0.0
34.0,7,0.0,1,0,0,74593.84,0,1.0,0.0,0.0,1.0
38.0,10,83727.68,1,1,0,45418.12,2,0.0,1.0,0.0,0.0
44.0,2,58781.76,1,1,0,16874.92,3,1.0,0.0,0.0,0.0
36.0,8,166287.85,1,1,1,23305.85,1,0.0,1.0,0.0,0.0
27.0,7,0.0,2,1,0,144134.64,4,1.0,0.0,0.0,0.0
58.0,4,0.0,2,1,1,191419.32,0,0.0,0.0,1.0,1.0
46.0,3,65269.23,1,0,1,189988.65,1,0.0,0.0,1.0,1.0
22.0,9,0.0,2,1,0,157072.91,1,1.0,0.0,0.0,1.0
37.0,1,135650.88,1,1,0,199428.19,1,0.0,1.0,0.0,1.0
31.0,4,0.0,2,1,1,89087.4,0,1.0,0.0,0.0,0.0
28.0,3,0.0,2,1,0,53394.12,1,1.0,0.0,0.0,0.0
40.0,0,152092.44,2,1,1,83508.93,1,0.0,1.0,0.0,1.0
35.0,7,110053.62,2,1,1,92887.06,0,0.0,1.0,0.0,1.0
42.0,0,77992.97,2,1,1,97906.38,4,0.0,1.0,0.0,1.0
43.0,4,80442.06,2,0,1,12537.42,0,0.0,1.0,0.0,1.0
28.0,6,0.0,2,1,0,14665.28,1,0.0,0.0,1.0,1.0
54.0,8,133436.52,1,1,0,56787.8,2,1.0,0.0,0.0,1.0
47.0,3,0.0,2,1,0,150802.41,3,0.0,0.0,1.0,0.0
36.0,4,143680.47,2,1,1,63531.19,0,0.0,0.0,1.0,0.0
36.0,2,113877.23,2,1,0,174921.91,0,0.0,1.0,0.0,1.0
52.0,7,0.0,1,0,1,73585.18,1,0.0,0.0,1.0,1.0
32.0,4,109421.13,2,1,1,126517.46,4,0.0,1.0,0.0,0.0
31.0,7,145056.59,1,1,1,175893.53,0,1.0,0.0,0.0,1.0
38.0,2,62276.99,1,1,1,59280.79,3,0.0,0.0,1.0,1.0
52.0,4,111284.53,1,0,1,32936.44,2,0.0,0.0,1.0,1.0
38.0,8,0.0,1,1,0,47848.56,1,1.0,0.0,0.0,1.0
38.91621420206537,4,0.0,1,1,1,100075.1,0,1.0,0.0,0.0,1.0
26.0,8,42712.87,2,1,1,28861.69,4,0.0,1.0,0.0,0.0
41.0,10,96032.22,1,1,1,75825.57,4,0.0,0.0,1.0,1.0
32.0,1,0.0,2,1,0,1703.58,3,1.0,0.0,0.0,0.0
48.0,7,138232.24,1,1,0,57594.78,2,0.0,1.0,0.0,0.0
35.0,2,137852.96,1,1,1,172269.21,2,0.0,1.0,0.0,0.0
40.0,7,0.0,2,0,0,146156.98,1,1.0,0.0,0.0,1.0
42.0,1,177728.55,1,1,0,105013.63,0,0.0,1.0,0.0,1.0
37.0,3,0.0,2,1,1,78915.68,0,0.0,0.0,1.0,1.0
34.0,6,138190.13,2,0,1,146511.2,4,0.0,0.0,1.0,0.0
35.0,0,0.0,2,0,0,76637.38,2,0.0,0.0,1.0,0.0
40.0,4,0.0,1,1,0,85455.62,0,1.0,0.0,0.0,1.0
33.0,1,132527.9,2,0,1,107429.71,0,0.0,1.0,0.0,1.0
26.0,9,128793.63,1,1,0,19262.05,3,0.0,1.0,0.0,1.0
29.0,1,0.0,1,1,1,83056.22,3,0.0,0.0,1.0,0.0
31.0,2,151290.16,1,1,1,172437.12,4,1.0,0.0,0.0,0.0
46.0,10,131414.76,1,1,0,54947.51,0,0.0,0.0,1.0,0.0
41.0,1,0.0,2,0,1,131300.68,2,1.0,0.0,0.0,0.0
27.0,2,0.0,2,1,1,153698.65,0,0.0,0.0,1.0,1.0
25.0,7,144351.86,1,1,0,116613.26,4,0.0,1.0,0.0,0.0
20.0,10,124266.86,1,0,0,100566.81,2,1.0,0.0,0.0,0.0
35.0,1,86893.28,1,0,0,59374.82,0,1.0,0.0,0.0,1.0
49.0,8,0.0,1,0,0,25867.67,4,0.0,0.0,1.0,1.0
39.0,5,0.0,2,1,1,17603.81,0,1.0,0.0,0.0,0.0
36.0,7,144852.06,1,0,0,130861.95,4,1.0,0.0,0.0,1.0
26.0,4,0.0,2,1,0,147600.54,1,1.0,0.0,0.0,1.0
42.0,8,0.0,2,1,1,105305.72,3,1.0,0.0,0.0,0.0
52.0,8,143542.36,3,1,0,141959.11,0,0.0,0.0,1.0,0.0
38.91621420206537,5,76001.57,1,1,1,158668.87,0,0.0,0.0,1.0,0.0
47.0,0,0.0,1,1,1,5557.88,4,0.0,0.0,1.0,1.0
39.0,5,114491.82,1,1,0,99689.48,4,0.0,1.0,0.0,0.0
31.0,4,77743.01,2,1,0,75335.68,1,0.0,1.0,0.0,1.0
44.0,4,0.0,2,0,0,134394.78,1,1.0,0.0,0.0,0.0
75.0,3,0.0,2,1,1,1276.87,2,1.0,0.0,0.0,0.0
29.0,8,0.0,2,0,0,147342.03,4,1.0,0.0,0.0,0.0
35.0,7,0.0,2,0,1,193022.44,2,1.0,0.0,0.0,0.0
41.0,7,0.0,2,1,1,3756.65,0,1.0,0.0,0.0,0.0
28.0,9,111167.7,1,1,0,149331.01,4,1.0,0.0,0.0,1.0
38.0,1,0.0,2,1,1,80006.65,4,1.0,0.0,0.0,1.0
38.0,1,87202.38,1,1,1,77866.91,2,0.0,0.0,1.0,1.0
30.0,5,115286.68,2,1,1,149587.92,2,0.0,1.0,0.0,1.0
27.0,4,115084.53,2,0,1,26907.43,1,0.0,1.0,0.0,1.0
29.0,3,82344.84,1,0,1,115985.38,4,1.0,0.0,0.0,0.0
33.0,8,111379.55,1,1,1,45098.62,3,0.0,0.0,1.0,0.0
30.0,6,143138.91,2,1,0,2955.46,2,0.0,1.0,0.0,1.0
23.0,5,164902.43,1,0,0,141152.28,3,0.0,0.0,1.0,1.0
32.0,1,149814.54,1,1,0,31830.06,1,0.0,1.0,0.0,1.0
31.0,2,147674.26,1,1,1,16658.76,0,1.0,0.0,0.0,0.0
24.0,2,109483.54,2,0,1,127560.77,1,0.0,1.0,0.0,0.0
37.0,5,151242.48,1,0,1,49637.65,2,0.0,1.0,0.0,0.0
37.0,10,150525.8,1,1,1,94728.49,3,1.0,0.0,0.0,1.0
39.0,7,165610.41,2,0,0,131852.01,1,0.0,1.0,0.0,0.0
35.0,7,128369.75,2,1,0,198256.15,0,0.0,1.0,0.0,0.0
27.0,3,0.0,2,0,0,159800.16,0,1.0,0.0,0.0,0.0
28.0,3,96381.68,2,1,0,181419.29,1,0.0,0.0,1.0,0.0
26.0,1,0.0,2,1,1,199638.56,0,1.0,0.0,0.0,0.0
40.0,6,114940.67,2,1,1,194895.57,4,0.0,1.0,0.0,0.0
28.0,6,165798.1,1,1,0,147090.9,2,1.0,0.0,0.0,1.0
33.0,8,115130.34,1,0,0,129525.5,4,0.0,1.0,0.0,1.0
44.0,0,131873.07,2,1,1,158036.72,0,0.0,1.0,0.0,0.0
35.0,6,96423.84,1,1,0,10488.44,0,1.0,0.0,0.0,1.0
35.0,0,155470.55,1,1,1,53718.28,3,1.0,0.0,0.0,0.0
34.0,6,0.0,2,0,0,36536.93,0,1.0,0.0,0.0,0.0
34.0,8,122359.5,1,0,0,116495.55,0,1.0,0.0,0.0,1.0
36.0,5,0.0,2,1,0,164253.35,0,1.0,0.0,0.0,1.0
40.0,10,0.0,2,1,1,194792.42,2,0.0,0.0,1.0,1.0
49.0,9,115488.52,2,1,1,138656.81,1,0.0,1.0,0.0,0.0
32.0,9,0.0,1,1,1,87566.97,4,1.0,0.0,0.0,1.0
39.0,7,0.0,2,1,0,2401.26,1,1.0,0.0,0.0,0.0
43.0,1,0.0,1,0,1,86634.3,0,1.0,0.0,0.0,0.0
43.0,5,0.0,2,1,0,109881.71,4,1.0,0.0,0.0,0.0
39.0,8,128264.03,1,1,0,61792.76,2,0.0,1.0,0.0,0.0
36.0,0,0.0,1,1,1,179540.73,0,0.0,0.0,1.0,1.0
32.0,8,0.0,2,1,0,16725.53,4,0.0,0.0,1.0,0.0
38.91621420206537,9,0.0,4,1,1,176353.87,2,1.0,0.0,0.0,0.0
41.0,7,113980.21,1,1,1,116704.25,3,1.0,0.0,0.0,1.0
70.0,1,0.0,2,0,0,99503.19,0,0.0,0.0,1.0,1.0
38.0,5,118590.41,1,1,1,5684.17,3,1.0,0.0,0.0,0.0
27.0,7,149400.27,1,0,0,167522.19,0,0.0,0.0,1.0,1.0
38.0,10,0.0,2,0,1,113597.64,1,1.0,0.0,0.0,0.0
25.0,4,0.0,2,1,1,73873.65,4,0.0,0.0,1.0,1.0
38.91621420206537,3,96814.46,2,1,1,120511.03,4,0.0,1.0,0.0,1.0
47.0,8,62094.71,3,0,0,9308.1,1,1.0,0.0,0.0,0.0
30.0,2,145127.85,1,0,0,7554.68,4,0.0,0.0,1.0,1.0
42.0,4,80380.24,1,1,0,119216.46,0,0.0,1.0,0.0,0.0
38.91621420206537,1,114959.12,1,1,0,189362.39,4,1.0,0.0,0.0,0.0
49.0,4,0.0,2,0,1,89972.25,3,1.0,0.0,0.0,0.0
29.0,8,127269.75,1,0,1,79495.01,3,0.0,1.0,0.0,1.0
38.91621420206537,1,117691.0,1,1,1,23135.65,3,0.0,1.0,0.0,1.0
37.0,9,212314.03,1,0,1,148814.54,0,1.0,0.0,0.0,1.0
52.0,5,116497.31,3,0,0,53793.1,0,0.0,1.0,0.0,1.0
35.0,9,0.0,2,0,0,170996.86,3,0.0,0.0,1.0,0.0
36.0,9,137688.71,1,1,1,46884.1,3,1.0,0.0,0.0,1.0
40.0,7,147754.68,1,1,1,110454.46,1,1.0,0.0,0.0,1.0
27.0,10,107303.72,2,0,0,44435.76,2,1.0,0.0,0.0,1.0
43.0,6,86053.52,2,1,1,113276.46,1,0.0,0.0,1.0,0.0
33.0,7,127837.54,1,0,1,60013.17,0,1.0,0.0,0.0,0.0
32.0,9,0.0,2,1,0,175252.78,4,1.0,0.0,0.0,1.0
40.0,4,0.0,2,1,0,25399.7,0,0.0,0.0,1.0,1.0
29.0,3,130830.22,1,1,0,61048.53,1,0.0,1.0,0.0,0.0
37.0,10,121532.17,2,1,1,73464.88,4,0.0,1.0,0.0,0.0
33.0,3,96926.12,2,1,0,48553.77,1,0.0,1.0,0.0,1.0
37.0,7,143258.85,2,1,0,192721.98,2,0.0,1.0,0.0,0.0
26.0,8,0.0,2,0,0,196875.87,2,1.0,0.0,0.0,1.0
33.0,4,113743.37,1,1,0,124625.08,1,1.0,0.0,0.0,0.0
55.0,6,0.0,1,0,1,73562.05,0,0.0,0.0,1.0,1.0
45.0,2,106376.85,1,0,1,158264.62,2,1.0,0.0,0.0,1.0
48.0,8,128140.17,1,1,0,175753.55,0,0.0,1.0,0.0,1.0
31.0,3,108914.17,1,1,1,183572.39,0,0.0,1.0,0.0,0.0
38.91621420206537,4,0.0,2,1,1,77550.18,1,0.0,0.0,1.0,1.0
38.0,3,145874.35,1,1,0,56311.39,0,0.0,0.0,1.0,1.0
